id,grupo,classe,ordem,familia,subfamilia,tribo,genero,binomio,binomio_autor,nome_comum,dieta,locomocao,distribuicao_estado,distribuicao,endemismo,iucn_2025,iucn_rationale,cites_2025,salve_2023,mma_2022,copam_2010,iema_2022,semil_2018,sedest_2024,consema_ma_2025,sema_ba_2017,consema_sc_2011,gov_rs_2014,sema_ce_2022,foto_inat,link_inat
39,Pequenos mamíferos,Mammalia,Didelphimorphia,Didelphidae,Didelphinae,Marmosini,Monodelphis,Monodelphis peruviana,"Monodelphis (Mygalodelphys) peruviana (Osgood, 1913)",catita,In/On,Te,Acre,Amazônia,"Brasil, Cerrado",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sem Foto,https://www.inaturalist.org/taxa/852373
40,Pequenos mamíferos,Mammalia,Didelphimorphia,Didelphidae,Didelphinae,Marmosini,Monodelphis,Monodelphis pinocchio,"Monodelphis (Mygalodelphys) pinocchio S. Pavan, 2015","catita, catita-de-cauda-curta",In/On,Te,"Espírito Santo, Minas Gerais, Rio de Janeiro, São Paulo",Mata Atlântica,Amazônia,-,-,-,-,-,-,CR,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/110060862/medium.jpg,https://www.inaturalist.org/taxa/464055
41,Pequenos mamíferos,Mammalia,Didelphimorphia,Didelphidae,Didelphinae,Marmosini,Monodelphis,Monodelphis ronaldi,"Monodelphis (Mygalodelphys) ronaldi Solari, 2004",catita,In/On,Te,Amazonas,Amazônia,Amazônia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://static.inaturalist.org/photos/34575008/medium.jpeg,https://www.inaturalist.org/taxa/74645
42,Pequenos mamíferos,Mammalia,Didelphimorphia,Didelphidae,Didelphinae,Marmosini,Monodelphis,Monodelphis saci,"Monodelphis (Mygalodelphys) saci S. Pavan, Mendes-Oliveira & Voss, 2017",catita,In/On,Te,"Acre, Amazonas, Mato Grosso, Pará, Rondônia",Amazônia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://static.inaturalist.org/photos/161343090/medium.jpeg,https://www.inaturalist.org/taxa/533388
43,Pequenos mamíferos,Mammalia,Didelphimorphia,Didelphidae,Didelphinae,Marmosini,Monodelphis,Monodelphis emiliae,"Monodelphis (Pyrodelphys) emiliae (Thomas, 1912)","catita, catita-de-cauda-curta",In/On,Te,"Acre, Amazonas, Mato Grosso, Pará, Rondônia",Amazônia,-,LC,"Esta espécie está listada como de Menor Preocupação devido à sua ampla distribuição, presumida ocorrência em várias áreas protegidas e porque é improvável que esteja em declínio na taxa exigida para se qualificar para a inclusão em uma categoria ameaçada.",-,-,-,-,-,-,-,-,-,-,-,-,Sem Foto,https://www.inaturalist.org/taxa/42576
44,Pequenos mamíferos,Mammalia,Didelphimorphia,Didelphidae,,,Metachirus,Metachirus arinatai,"Metachirus aritanai Miranda, Nunes, Machado, Farias, Menezes, Ardente, Dos Santos-Filho, Bredin & da Silva, 2023",cuíca-de-quatro-olhos,In/On,Te,"Pará, Tocantins",Amazônia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não encontrado,
45,Pequenos mamíferos,Mammalia,Didelphimorphia,Didelphidae,Didelphinae,Metachirini,Metachirus,Metachirus myosuros,"Metachirus myosuros (Temminck, 1824)","cuíca-de-quatro-olhos, cuíca-marrom, cuíca-rabo-de-rato, jupati",In/On,Te,"Acre, Alagoas, Amazonas, Bahia, Espírito Santo, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Pará, Paraná, Pernambuco, Rio de Janeiro, Rondônia, Rorâima, Santa Catarina, São Paulo, Sergipe","Amazônia, Mata Atlântica, Pantanal",-,-,-,-,-,-,-,-,-,NT,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/177857503/medium.jpeg,https://www.inaturalist.org/taxa/1558605
46,Pequenos mamíferos,Mammalia,Didelphimorphia,Didelphidae,Didelphinae,Metachirini,Metachirus,Metachirus nudicaudatus,"Metachirus nudicaudatus (É. Geoffroy, 1803)",cuíca-de-quatro-olhos,In/On,Te,"Amapá, Pará",Amazônia,-,LC,"Esta espécie está listada como de Menor Preocupação devido à sua ampla distribuição, presumida grande população, sua ocorrência em várias áreas protegidas e porque é improvável que esteja diminuindo em uma taxa próxima à necessária para se qualificar para a inclusão em uma categoria ameaçada. Essa espécie deve ser reavaliada após uma revisão taxonômica.",-,-,-,-,-,-,-,-,-,VU,-,-,https://static.inaturalist.org/photos/38516331/medium.jpeg,https://www.inaturalist.org/taxa/42591
47,Pequenos mamíferos,Mammalia,Didelphimorphia,Didelphidae,Didelphinae,Thylamyini,Cryptonanus,Cryptonanus agricolai,"Cryptonanus agricolai (Moojen, 1943)","catita, guaiquica",In/On,Ar,"Alagoas, Bahia, Ceará, Espírito Santo, Goiás, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Paraíba, Pernambuco, Piauí, Rio de Janeiro, São Paulo, Sergipe, Tocantins","Caatinga, Cerrado, Mata Atlântica",Amazônia,DD,"Essa espécie é avaliada como Deficiente em Dados, pois, embora tenha sido registrada em uma área muito ampla, há poucos registros (ou seja, apenas seis), e pouco se sabe sobre seu status e necessidades de habitat. Suspeita-se que essa espécie esteja ameaçada pela perda de habitat, cujo grau é incerto. Mais pesquisas são necessárias para determinar o impacto das inúmeras ameaças possíveis.",-,-,-,-,-,-,DD,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/22492088/medium.jpg,https://www.inaturalist.org/taxa/74226
48,Pequenos mamíferos,Mammalia,Didelphimorphia,Didelphidae,Didelphinae,Thylamyini,Cryptonanus,Cryptonanus chacoensis,"Cryptonanus chacoensis (Tate, 1931)","catita, guaiquica",In/On,Ar,"Distrito Federal, Goiás, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Pará, Rio Grande do Sul, São Paulo, Tocantins","Cerrado, Pampa, Pantanal",-,LC,"Esta espécie está listada como de Menor Preocupação devido à sua ampla distribuição, presumida grande população, ocorrência em várias áreas protegidas, tolerância a algum grau de modificação do habitat e porque é improvável que esteja em declínio próximo à taxa necessária para se qualificar para a inclusão em uma categoria ameaçada.",-,-,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/133161701/medium.jpeg,https://www.inaturalist.org/taxa/74227
49,Pequenos mamíferos,Mammalia,Didelphimorphia,Didelphidae,Didelphinae,Thylamyini,Cryptonanus,Cryptonanus guahybae,"Cryptonanus guahybae (Tate, 1931)","catita, guaiquica",In/On,Ar,"Paraná, Rio Grande do Sul, Santa Catarina","Mata Atlântica, Pampa",-,DD,"Essa espécie é avaliada como Deficiente em Dados, pois ainda há muito pouca informação sobre sua distribuição, status populacional, ameaças e requisitos ecológicos. Suspeita-se que essa espécie esteja ameaçada, porém, o grau de ameaça é desconhecido",-,-,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/351740167/medium.png,https://www.inaturalist.org/taxa/74228
50,Pequenos mamíferos,Mammalia,Didelphimorphia,Didelphidae,Didelphinae,Thylamyini,Cryptonanus,Cryptonanus unduaviensis,"Cryptonanus unduaviensis (Tate, 1931)",catita,In/On,Ar,Mato Groso,Cerrado,"Brasil, Caatinga/Cerrado",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sem Foto,https://www.inaturalist.org/taxa/74230
51,Pequenos mamíferos,Mammalia,Didelphimorphia,Didelphidae,Didelphinae,Thylamyini,Gracilinanus,Gracilinanus agilis,"Gracilinanus agilis (Burmeister, 1854)","cuíca, catita, guaiquica, cuiquinha",In/On,Ar,"Alagoas, Bahia, Ceará, Distrito Federal, Espírito Santo, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Paraíba, Paraná, Pernambuco, Piauí, Rio Grande do Norte, São Paulo, Tocantins","Caatinga, Cerrado, Mata Atlântica, Pantanal",Amazônia,LC,"Esta espécie está listada como de Menor Preocupação devido à sua ampla distribuição, presumida grande população, tolerância a algum grau de modificação do habitat, ocorrência em várias áreas protegidas e porque é improvável que esteja diminuindo em ritmo próximo ao necessário para se qualificar para a lista em uma categoria ameaçada.",-,-,-,-,-,-,DD,-,-,-,-,-,https://static.inaturalist.org/photos/154584731/medium.jpeg,https://www.inaturalist.org/taxa/42626
52,Pequenos mamíferos,Mammalia,Didelphimorphia,Didelphidae,Didelphinae,Thylamyini,Gracilinanus,Gracilinanus emiliae,"Gracilinanus emiliae (Thomas, 1909)","cuíca, catita, guaiquica",In/On,Ar,"Amapá, Mato Grosso, Pará, Rondônia, Tocantins",Amazônia,-,DD,"Listado como Dados Deficientes, pois ainda há muito pouca informação sobre sua distribuição, status, ameaças e requisitos ecológicos. Pesquisas adicionais são necessárias para avaliar essa espécie. Vários autores apontam para uma situação incerta com espécimes voucher mal identificados (Creighton e Gardner 2008).",-,-,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/504383079/medium.jpeg,https://www.inaturalist.org/taxa/42627
53,Pequenos mamíferos,Mammalia,Didelphimorphia,Didelphidae,Didelphinae,Thylamyini,Gracilinanus,Gracilinanus microtarsus,"Gracilinanus microtarsus (Wagner, 1842)","cuíca, catita, guaiquica, guachica, cuíca-graciosa",In/On,Ar,"Bahia, Espírito Santo, Rio de Janeiro, Minas Gerais, Paraná, Rio Grande do Sul, Santa Catarina, São Paulo",Mata Atlântica,Amazônia,LC,"Esta espécie está listada como Preocupação Menor devido à sua tolerância à modificação do habitat, presumida grande população e porque é improvável que esteja em declínio próximo ao ritmo necessário para se qualificar para a inclusão em uma categoria ameaçada.",-,-,-,-,-,-,DD,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/17703263/medium.jpg,https://www.inaturalist.org/taxa/42617
54,Pequenos mamíferos,Mammalia,Didelphimorphia,Didelphidae,Didelphinae,Thylamyini,Gracilinanus,Gracilinanus peruanus,"Gracilinanus peruanus (Tate, 1931)",cuíca,In/On,Ar,"Mato Grosso, Rondônia","Amazônia, Cerrado",Amazônia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://static.inaturalist.org/photos/322459119/medium.jpeg,https://www.inaturalist.org/taxa/1543747
55,Pequenos mamíferos,Mammalia,Didelphimorphia,Didelphidae,Didelphinae,Thylamyini,Marmosops,Marmosops caucae,"Marmosops (Marmosops) caucae (Thomas, 1900)","cuíca, marmosa",In/On,Sc,"Acre, Amazonas",Amazônia,Amazônia,LC,"A espécie é listada como Preocupação Menor porque possui uma distribuição ampla, uma grande população global presumida, supostamente está presente em muitas áreas protegidas (com base em sua distribuição inferida) e não apresenta ameaças significativas.",-,-,-,-,-,-,-,-,-,-,-,-,https://static.inaturalist.org/photos/54637169/medium.jpeg,https://www.inaturalist.org/taxa/1370651
56,Pequenos mamíferos,Mammalia,Didelphimorphia,Didelphidae,Didelphinae,Thylamyini,Marmosops,Marmosops incanus,"Marmosops (Marmosops) incanus (Lund, 1840)","cuíca, guaiquica, catita",In/On,Sc,"Espírito Santo, Bahia, Minas Gerais, Rio de Janeiro, Paraná, São Paulo, Sergipe","Mata Atlântica, Cerrado, Caatinga",-,LC,"Esta espécie está listada como de Preocupação Menor devido à sua ampla distribuição, presumida grande população, tolerância a algum grau de modificação do habitat, ocorrência em várias áreas protegidas e porque é improvável que esteja diminuindo em ritmo próximo ao necessário para se qualificar para a inclusão em uma categoria ameaçada.",-,-,-,-,-,-,DD,-,-,-,-,-,https://static.inaturalist.org/photos/183567138/medium.jpeg,https://www.inaturalist.org/taxa/42638
57,Pequenos mamíferos,Mammalia,Didelphimorphia,Didelphidae,Didelphinae,Thylamyini,Marmosops,Marmosops noctivagus,"Marmosops (Marmosops) noctivagus (Tschudi, 1845)","cuíca, marmosa",In/On,Sc,"Acre, Amazonas, Mato Grosso, Pará, Rondônia",Amazônia,Amazônia,LC,"Esta espécie está listada como de Menor Preocupação devido à sua ampla distribuição, presumida grande população, ocorrência em várias áreas protegidas, tolerância a algum grau de modificação do habitat e porque é improvável que esteja em declínio próximo à taxa necessária para se qualificar para a inclusão em uma categoria ameaçada.",-,-,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/33877524/medium.jpeg,https://www.inaturalist.org/taxa/42645
58,Pequenos mamíferos,Mammalia,Didelphimorphia,Didelphidae,Didelphinae,Thylamyini,Marmosops,Marmosops ocellatus,"Marmosops (Marmosops) ocellatus (Tate, 1931)","cuíca, marmosa",In/On,Sc,"Acre, Amazonas, Mato Grosso, Mato Grosso do Sul","Amazônia, Cerrado",-,LC,"Esta espécie está listada como de Menor Preocupação devido à sua ampla distribuição, presumida grande população, ocorrência em várias áreas protegidas, tolerância a algum grau de modificação do habitat e porque é improvável que esteja em declínio próximo à taxa necessária para se qualificar para a inclusão em uma categoria ameaçada.",-,DD,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/202808101/medium.jpg,https://www.inaturalist.org/taxa/74546
59,Pequenos mamíferos,Mammalia,Didelphimorphia,Didelphidae,Didelphinae,Thylamyini,Marmosops,Marmosops paulensis,"Marmosops (Marmosops) paulensis (Tate, 1931)","cuíca, marmosa",In/On,Sc,"Espírito Santo, Minas Gerais, Paraná, Rio de Janeiro, São Paulo",Mata Atlântica,"Brasil, Mata Atlântica",LC,"Essa espécie está listada como de Menor Preocupação, embora suas populações sejam consideradas incomuns em sua distribuição relativamente restrita. Apesar disso, é improvável que a espécie esteja em declínio rápido o suficiente para ser incluída na categoria mais ameaçada. Uma grande parte do habitat adequado ainda não foi amostrada e a espécie pode ser mais comum do que se pensa atualmente.",-,-,-,-,CR,VU,-,-,-,-,-,-,https://static.inaturalist.org/photos/258968865/medium.jpg,https://www.inaturalist.org/taxa/42631
60,Pequenos mamíferos,Mammalia,Didelphimorphia,Didelphidae,Didelphinae,Thylamyini,Marmosops,Marmosops bishopi,"Marmosops (Sciophanes) bishopi (Pine, 1981)",cuíca,In/On,Sc,"Acre, Amazonas, Mato Grosso, Para, Rondônia, Roraima","Amazônia, Cerrado","Brasil, Mata Atlântica",LC,"Esta espécie está listada como Preocupação Menor devido à sua ampla distribuição, presumida grande população e porque é improvável que esteja em declínio próximo à taxa necessária para se qualificar para a inclusão em uma categoria ameaçada.",-,-,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/14806504/medium.jpg,https://www.inaturalist.org/taxa/42632
61,Pequenos mamíferos,Mammalia,Didelphimorphia,Didelphidae,Didelphinae,Thylamyini,Marmosops,Marmosops marina,"Marmosops (Sciophanes) marina Ferreira et al., 2020",cuíca,In/On,Sc,"Mato Grosso, Pará, Rondônia","Amazônia, Cerrado",Amazônia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sem Foto,https://www.inaturalist.org/taxa/1370649
62,Pequenos mamíferos,Mammalia,Didelphimorphia,Didelphidae,Didelphinae,Thylamyini,Marmosops,Marmosops parvidens,"Marmosops (Sciophanes) parvidens (Tate, 1931)","cuíca, marmosa",In/On,Sc,"Amazonas, Amapá, Pará",Amazônia,Amazônia,LC,"Esta espécie é listada como de Menor Preocupação devido à sua ampla distribuição, ocorrência em várias áreas protegidas e porque é improvável que esteja em declínio na taxa necessária para se qualificar para a inclusão em uma categoria ameaçada.",-,-,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/425564143/medium.jpg,https://www.inaturalist.org/taxa/42642
63,Pequenos mamíferos,Mammalia,Didelphimorphia,Didelphidae,Didelphinae,Thylamyini,Marmosops,Marmosops pinheiroi,"Marmosops (Sciophanes) pinheiroi (Pine, 1981)","cuíca, marmosa",In/On,Sc,"Amapá, Pará, Roraima",Amazônia,-,LC,"Esta espécie é listada como Preocupação Menor devido à sua ampla distribuição, ocorrência em várias áreas protegidas, tolerância a algum grau de modificação do habitat e porque é improvável que esteja em declínio na taxa necessária para se qualificar para a inclusão em uma categoria ameaçada.",-,-,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/107992792/medium.jpeg,https://www.inaturalist.org/taxa/42643
64,Pequenos mamíferos,Mammalia,Didelphimorphia,Didelphidae,Didelphinae,Thylamyini,Marmosops,Marmosops woodalli,"Marmosops (Sciophanes) woodalli (Pine, 1981)",cuíca,In/On,Sc,"Maranhão, Pará, Tocantins","Amazônia, Cerrado",Amazônia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://static.inaturalist.org/photos/477976309/medium.jpeg,https://www.inaturalist.org/taxa/1370646
65,Pequenos mamíferos,Mammalia,Didelphimorphia,Didelphidae,Didelphinae,Thylamyini,Thylamys,Thylamys macrurus,"Thylamys (Thylamys) macrurus (Olfers, 1818)",catita,In/On,Sc,Mato Grosso do Sul,"Cerrado, Pantanal","Brasil, Amazônia",NT,"Thylamys macrus é conhecida no centro-leste do Paraguai e do Brasil. É avaliado como Quase Ameaçado com base em sua distribuição e no fato de que a maioria dos ambientes que habita é severamente impactada por atividades humanas. Quase se qualifica como Vulnerável sob o critério A2c, devido a um declínio populacional passado inferido pela conversão de habitat para atividades agrícolas e madeireiras, que levou a um declínio contínuo e inferido na ordem de 20% ao longo de 10 anos. São necessárias mais informações sobre a distribuição, área de ocupação e efeitos das ameaças sobre as subpopulações dessa espécie, pois ela pode estar mais ameaçada do que se suspeita atualmente.",-,-,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/350338602/medium.jpg,https://www.inaturalist.org/taxa/42691
66,Pequenos mamíferos,Mammalia,Didelphimorphia,Didelphidae,Didelphinae,Thylamyini,Thylamys,Thylamys karimii,"Thylamys (Xerodelphys) karimii (Petter, 1968)",catita,In/On,Sc,"Bahia, Distrito Federal, Goiás, Maranhão, Mato Grosso, Minas Gerais, Pernambuco, Piauí, Rondônia, Tocantins","Amazônia, Cerrado, Caatinga",Amazônia,VU,"O Opositum do Rato-de-cauda-gorda de Karimi é avaliado como Vulnerável porque um declínio populacional suspeito de ser superior a 30% nos últimos 10 anos, e/ou seria atendido nos próximos 10 anos. Isso é suspeito a partir das taxas projetadas de conversão de habitat, embora a espécie seja geograficamente relativamente difundida. O habitat onde essa espécie ocorre tem sido fortemente direcionado para a produção de soja, transformando a vegetação natural em agricultura agroindustrial em monocultura em grande escala. Essa conversão de habitat está ameaçando a espécie e outras semelhantes restritas a essa ecorregião.",-,-,-,-,-,-,-,-,-,-,-,-,https://inaturalist-open-data.s3.amazonaws.com/photos/113682842/medium.jpeg,https://www.inaturalist.org/taxa/42692
